484855,2023-06-07 08:25:51.7342211,MARVIN,QM
484855,2023-06-09 09:51:45.7313974,MARVIN,QM
484855,2023-06-15 21:33:45.7001584,MARVIN,QM
169029,2023-05-31 22:01:28.1441152,BRYAN,NJ
2588416,2023-06-06 16:15:36.1377026,MERCY,KG
2588416,2023-06-06 17:07:11.7493318,MERCY,KG
39348,2023-05-31 14:44:02.4536138,TYLER,MI
4922670,2023-06-14 20:13:37.8699941,JEANETTA,QM
4922670,2023-06-14 20:15:03.3456693,JEANETTA,QM
4922670,2023-06-14 20:17:17.9529745,JEANETTA,QM
2354678,2023-06-05 14:08:08.3758910,JACQULINE,QM
700690,2023-06-02 23:26:13.9282787,INGA,489507
3093462,2023-06-08 23:04:21.2920130,BRYAN,IE
3093462,2023-06-08 23:07:29.5856238,BRYAN,IE
944905,2023-06-03 20:19:40.5456124,MARIANNA,554402
3421702,2023-06-10 07:29:45.5886511,ANISSA,317149
749781,2023-06-03 02:24:40.9026199,MARIANNA,273365
4590770,2023-06-13 15:49:53.5848702,GALEN,XT
3128812,2023-06-09 02:04:16.7718121,MERCY,CY
3128812,2023-06-09 03:26:09.0370795,MERCY,CY
3128812,2023-06-09 04:40:43.7269924,MERCY,CY
3128812,2023-06-09 04:53:07.8464031,MERCY,CY
3128812,2023-06-09 05:05:00.9699579,MERCY,CY
383529,2023-06-01 21:11:34.1265117,YU,QM
383529,2023-06-01 21:11:36.9945470,YU,QM
392626,2023-06-01 21:35:38.5597725,ANISSA,279142
3137558,2023-06-09 03:48:55.2937871,MARIANNA,199887
2991615,2023-06-08 16:21:36.4357133,ZENOBIA,MI
2098332,2023-06-04 02:38:30.7115141,MERCY,CY
2098332,2023-06-04 02:54:49.0167029,MERCY,CY
2098332,2023-06-08 23:35:00.5187359,MERCY,CY
2098332,2023-06-09 00:21:27.1721385,MERCY,CY
3139591,2023-06-09 04:44:13.7087084,INGA,242143
2037603,2023-06-03 23:06:51.4471789,ANISSA,279142
3822386,2023-06-11 19:39:42.1329826,GALEN,YU
2349266,2023-06-05 09:04:21.5479371,JACQULINE,JF
2377906,2023-06-05 16:13:50.3522847,JACQULINE,JF
2377906,2023-06-05 16:30:26.1461890,JACQULINE,JF
2725810,2023-06-06 23:08:53.5029713,GALEN,XT
2725810,2023-06-06 23:08:53.5410168,GALEN,XT
2725810,2023-06-06 23:08:55.6032807,GALEN,XT
4755186,2023-06-14 01:09:39.9456737,MARIANNA,516129
4008044,2023-06-12 18:28:24.4727669,TYLER,KG
753557,2023-06-03 02:48:09.9247745,MARIANNA,3175
764518,2023-06-03 04:08:53.6746404,MARIANNA,3175
3304317,2023-06-09 21:22:48.6917914,GALEN,YU
512047,2023-06-02 15:41:05.0156736,LEATRICE,ZV
2348578,2023-06-05 05:05:09.7273486,MARIANNA,205467
737117,2023-06-03 01:22:26.7433279,INGA,71574
2028936,2023-06-03 22:47:41.0845870,YU,QM
2028936,2023-06-03 22:54:01.8732021,MOSES,TP
2527083,2023-06-06 00:02:43.2666243,YU,XT
2355878,2023-06-05 14:19:13.8756300,JACQULINE,CY
4741237,2023-06-14 00:06:32.6754390,MERCY,CY
3611094,2023-06-10 21:29:05.4518196,MARIANNA,249243
3611094,2023-06-14 00:18:38.2281086,MARIANNA,249243
5552,2023-05-31 00:24:45.2737268,LANCE,XT
721463,2023-06-03 00:26:36.7842926,ANISSA,279142
3594245,2023-06-10 20:53:20.0082839,TYLER,MI
3594245,2023-06-11 14:48:36.8963812,TYLER,MI
766529,2023-06-03 04:40:49.2951300,MARIANNA,3175
766529,2023-06-04 05:15:32.1714915,MARIANNA,3175
3921361,2023-06-12 00:26:36.0365881,INGA,11067
775828,2023-06-03 14:08:44.8512190,TYLER,JF
2408652,2023-06-05 17:56:06.5657497,DELILAH,LH
2408652,2023-06-05 18:02:48.5978307,DELILAH,LH
2408652,2023-06-05 18:04:05.4288299,DELILAH,LH
2408652,2023-06-09 15:44:38.9079026,DELILAH,NJ
2408652,2023-06-14 14:20:39.8713050,DELILAH,CY
2408652,2023-06-14 14:55:12.0679028,DELILAH,CY
940944,2023-06-03 20:13:04.3120086,MERCY,FB
940944,2023-06-03 21:21:03.5655155,MERCY,FB
940944,2023-06-03 21:42:31.2501521,MERCY,FB
2130726,2023-06-04 15:46:08.8868239,TYLER,NJ
1996013,2023-06-03 21:41:34.8926373,MARIANNA,554402
4979529,2023-06-14 23:11:46.9893160,BRYAN,MI
312031,2023-06-01 18:09:33.6801110,GALEN,XT
548593,2023-06-02 17:27:09.6540343,KAROLYN,MI
548593,2023-06-02 17:29:58.9242021,KAROLYN,MI
4127326,2023-06-13 01:54:29.4158223,MARIANNA,579976
4734693,2023-06-13 23:42:32.8660052,LANCE,XT
478850,2023-06-02 03:14:57.9574929,MARIANNA,273365
478850,2023-06-02 03:17:45.9044905,MARIANNA,273365
2587487,2023-06-06 16:11:55.3232864,JACQULINE,PL
2587487,2023-06-06 16:15:35.1773591,JACQULINE,TP
2115043,2023-06-04 05:18:28.8826070,MARIANNA,3175
3934487,2023-06-12 02:53:23.4541019,MERCY,CY
662239,2023-06-02 21:45:36.2364623,TYLER,IE
3357605,2023-06-09 23:40:33.7769206,ANISSA,91512
717190,2023-06-03 00:13:09.6258484,ANISSA,279142
717190,2023-06-14 02:24:53.0923228,MARIANNA,516129
717190,2023-06-14 02:25:01.7256293,MARIANNA,516129
3632914,2023-06-10 22:20:43.2512921,MERCY,CY
2595071,2023-06-06 16:39:27.8315284,MARVIN,QM
2377434,2023-06-05 16:11:56.5938971,ANISSA,399987
2377434,2023-06-09 19:26:15.4387762,ANISSA,399987
3728047,2023-06-11 07:34:41.6317369,MARIANNA,576287
638809,2023-06-02 20:50:12.5563445,MARIANNA,164482
3357655,2023-06-09 23:40:42.2849914,ANISSA,91512
3357655,2023-06-10 04:30:05.5970641,MARIANNA,282905
1987170,2023-06-03 21:25:06.3833658,YU,NJ
2593761,2023-06-06 16:34:56.1033737,JACQULINE,DZ
2816055,2023-06-07 17:09:17.9124048,JACQULINE,AW
2816055,2023-06-07 17:11:48.4812928,JACQULINE,AW
3715217,2023-06-11 03:20:55.7535651,MARIANNA,514785
2235933,2023-06-04 20:08:48.6024286,MARIANNA,554402
379111,2023-06-01 20:59:44.6178297,INGA,13107
2761142,2023-06-07 01:40:25.3295213,TYLER,AW
753527,2023-06-03 02:47:59.2263338,MARIANNA,3175
2088816,2023-06-04 01:46:08.1679947,MERCY,CY
4847825,2023-06-14 16:24:38.7674481,MERCY,NJ
3092944,2023-06-08 23:02:23.7789444,GALEN,YU
2768716,2023-06-07 02:52:19.1567953,AVERY,BX
2768716,2023-06-11 02:23:40.7091250,AVERY,BX
2768716,2023-06-11 02:23:58.2655754,AVERY,BX
2768716,2023-06-13 23:40:49.2676308,MARIANNA,274259
517552,2023-06-02 15:59:04.7984207,MERCY,OK
517552,2023-06-02 16:56:24.1442536,MERCY,OK
3700887,2023-06-11 01:52:21.3312971,MARIANNA,516129
3700887,2023-06-13 23:45:49.0144326,MARIANNA,516129
3422456,2023-06-10 12:00:48.0923208,MARIANNA,251836
2012084,2023-06-03 22:13:00.1324304,MARIANNA,571145
3129041,2023-06-09 02:06:32.2545852,MARIANNA,794135
753572,2023-06-03 02:48:20.3982401,MARIANNA,3175
4762359,2023-06-14 02:02:49.4032701,MARIANNA,612726
2097961,2023-06-04 02:36:16.5154927,MARIANNA,3175
4127244,2023-06-13 01:53:45.3972947,INGA,287872
